회사명,주소,기업규모
주식회사 메디플러스솔루션,서울특별시 성북구 성북로9길 24 101동 지2층 비02호(성북동),중소기업
주식회사 엠포메인,경기도 안양시 동안구 평촌대로 239 325호 (비산동 신안메트로칸),중소기업
(주) 웨더피아,서울특별시 마포구 신수로 34-1 2층 (신수동),중소기업
주식회사 디엠에듀,경기도 안양시 동안구 시민대로 260 710호(안양금융센터 A.F.C),중소기업
주식회사 가온아이시티,부산광역시 서구 임시수도기념로 11-7 3층 (부민동2가),중소기업
(주)윈윈텔레콤,경기도 군포시 공단로 284  509(금정동한림벤처타운),중소기업
주식회사 로시스,경기도 군포시 고산로148번길 17 비동 17층 1705호 (당정동 군포IT밸리),중소기업
(주)휴먼와이즈,서울특별시 강남구 강남대로152길 23 (신사동진오피스401호),중소기업
투아이시스(주),경기도 군포시 고산로 148번길 17 (당정동 군포IT밸리 A동 1501호1508호),중소기업
에스엠인스트루먼트(주),서울특별시 구로구 디지털로33길 28 1208호 (구로동 우림이비지센타1차),중소기업
주식회사 이츠코어,경기도 수원시 영통구 청명남로 21 (영통동 아셈프라자 403호 일부),중소기업
주식회사 서울,경상북도 울진군 후포면 울진대게로 137,중소기업
주식회사 큐브피아,서울특별시 강남구 테헤란로 127 8층(역삼동하나금융그룹강남사옥),중소기업
주식회사 위카,부산광역시 해운대구 센텀동로 99 1302호(재송동 벽산이센팀클래스원),중소기업
보령기전(주),강원도 양구군 양구읍 농공단지길 16-3,중소기업
주식회사 어머나 컴퍼니,서울특별시 서초구 강남대로 311 9층 914호 (서초동),중소기업
주식회사 슬랙앤소프트,서울특별시 송파구 법원로8길 7 4층 404호 (문정동 화엄타워),중소기업
(주)모멘티,서울특별시 구로구 구로동로43길 41-8 4층 (구로동 대헌빌딩),중소기업
주식회사 에스에이치텍,경기도 수원시 권선구 산업로155번길 228-36 (고색동),중소기업
(주)이엔티아이,서울특별시 강남구 역삼로 243 6층(역삼동 델타빌딩),중소기업
(주)애그리로보텍,경기도 이천시 부발읍 신아로 58,대기업
주식회사 포스북,경기도 양주시 은현면 봉암6길 12 포스북서점,중소기업
(주)세진이엘이시,전라남도 화순군 동면 동농공길 12-6,중소기업
주식회사에이치엔더블유,서울특별시 강남구 테헤란로113길 13 지하층109호 (삼성동 칠성빌딩),중소기업
(주)계람정보,대구광역시 북구 유통단지로 38 마동 306호 (산격동전기재료관),중소기업
(주)노바에스디,경기도 고양시 덕양구 화정로 53-1 502호 (화정동 글로리아프라자),중소기업
(주)태강,경상남도 의령군 대의면 대의로 53-24,중소기업
우명전자,경기도 부천시 경인로133번길 14 402호 (송내동 송내아파트형공장),중소기업
주식회사 큐버,경기도 성남시 분당구 대왕판교로 670 B동 406호 508호(삼평동 유스페이스2),중소기업
(주)마노디자인그룹,서울특별시 강남구 봉은사로 469 에스타워 13층(삼성동 에스-타워),중소기업
주식회사 엘템,전라북도 전주시 덕진구 반룡로 109 비동 203호 (팔복동2가 테크노빌),중소기업
다솜정보,대전광역시 유성구 대학로 28 1906호 (봉명동 홍인오피스텔),중소기업
(주)메이트아이,서울특별시 구로구 디지털로26길 61 에이스하이엔드타워2차 1802호 (구로동),중소기업
주식회사 협성엠티,부산광역시 동래구 중앙대로 1433 (온천동),중소기업
(주)신우전기엔지니어링,경기도 양주시 외미로 16 (남방동),중소기업
(주)인텔리지오,서울특별시 구로구 디지털로 288 2004(구로동대륭포스트타워1차20층),중소기업
(주)세컨드아이,인천광역시 계양구 새벌로 130 4층 401호 (효성동),중소기업
드림포원,서울특별시 구로구 디지털로33길 55 409호 (구로동 이앤씨벤처드림타워2차),중소기업
주식회사 성지엔지니어링,경기도 안양시 동안구 학의로 268 215호 (관양동 안양메가밸리),중소기업
주식회사 시드플로우,대전광역시 유성구 테크노3로 65 2층 210호 (관평동 한신에스-메카),중소기업
주식회사 피스티스,인천광역시 미추홀구 염전로 330 706 707호 (주안동 주안제이타워1차 지식산업센터),중소기업
(주)브이아이티정보통신,서울특별시 용산구 새창로45길 49 (신계동 1층),중소기업
메르칼리시스템(주),서울특별시 구로구 디지털로27길 36 707-1호(구로동 이스페이스),중소기업
주식회사 인성씨엔씨,서울특별시 마포구 마포대로16길 8 2층 201호 우측(공덕동),중소기업
주식회사 아이오텍스,서울특별시 구로구 디지털로29길 38 에이스테크노타워3차 503-2호 (구로동),중소기업
(주)스마트포스팅,서울특별시 강남구 언주로 527 4층 (역삼동 강남텔레피아빌딩),중소기업
(주)제대로텔레콤,경상북도 포항시 남구 새천년대로422번길 15-6 201호 (대잠동 신영오피스텔),중소기업
주식회사 써로마인드로보틱스,서울특별시 관악구 관악로 1 138동 410호 (신림동 서울대학교컴퓨터연구소),중소기업
주식회사 에스엘랩,서울특별시 강동구 양재대로85길 77 2층 (성내동),중소기업
(주)에이엠포,서울특별시 서초구 서초대로 146 8층 801호 (방배동 신국빌딩),중소기업
천일정보기술 주식회사,경상남도 창원시 의창구 신월로 42 306호 (신월동),중소기업
(주)글로벌셉테드,경기도 화성시 정남면 서봉로 1059 2층 2호,중소기업
지아이컴퍼니,서울특별시 강서구 공항대로 227 7층 718호 (마곡동 마곡센트럴타워I),중소기업
201팜빌더,전라남도 곡성군 겸면 곡순로 1842 1층 102호(귀농인의 집),중소기업
주식회사 소프트코리아,서울특별시 서초구 강남대로 557 9층(잠원동 성한빌딩),중소기업
(주)칸정보기술,서울특별시 영등포구 양평로21길 26 2107 (양평동5가 아이에스비즈타워),중소기업
한국웹아카데미주식회사,서울특별시 금천구 가산디지털2로 98 1동 713호(가산동 아이티캐슬) (가산동),중소기업
(주)코르크월드,인천광역시 서구 정서진로 410 D209호(오류동 환경산업연구단지),중소기업
주식회사 프로키언,경기도 안양시 동안구 시민대로 230 지니센터 디동 1553호(관양동 평촌 아크로타워),중소기업
두리정보,대전광역시 서구 둔산대로117번길 66 1동 519호 (만년동 골드벤처타운),중소기업
드림북,광주광역시 서구 매월2로15번길 16 202동 113호 (매월동 매월종합상가),중소기업
(주)사랑넷,대구 북구 산격동 1741 콘크리트조합 4층,중소기업
주식회사 블루네트워크,경기도 파주시 교하로 409-7 A동 (동패동),중소기업
(주)유앤케이테크,서울특별시 종로구 율곡로22길 27 701호 (충신동),중소기업
민영정보통신(주),서울특별시 송파구 법원로 127 906호(문정동 문정대명벨리온),중소기업
에스아이솔루션,서울특별시 금천구 범안로 1126 5층 503호 (가산동 대륭테크노타운21차),중소기업
네이버웹툰 주식회사,경기도 성남시 분당구 분당내곡로 117 9층 (백현동),대기업
주식회사 가토랩 (GatoLab Co.Ltd.),서울특별시 성북구 삼양로 22 207호(길음동 기린빌딩),중소기업
주식회사 유니정보,충청남도 천안시 서북구 백석4길 31 203(백석동천안백석종합상가제2층),중소기업
(주)아스트로텍,경기도 수원시 팔달구 경수대로 694 3층 (우만동),중소기업
주식회사 한국정보공작소,서울특별시 금천구 가산디지털1로 45 제11층 제1106호 (가산동 이앤씨드림타워8차),중소기업
(주)휘지스,서울특별시 강서구 양천로 564 219호 (등촌동 등촌두산위브센티움),중소기업
한국산지보전협회,대전광역시 서구 문정로40번길 51 창민빌딩 4~6층 (탄방동),중소기업
주식회사 위아프렌즈,강원도 춘천시 강원대학길 1 1201호 보듬관 (효자동 강원대학교),중소기업
(주)미디어썸,서울특별시 광진구 광나루로 474 501호(구의동 광진구창업지원센터),중소기업
주식회사 스마트팀즈,대전광역시 유성구 테크노2로 120-7 3층 (용산동),중소기업
주식회사 액션파워,서울특별시 서초구 서초대로42길 17 201호(서초동),중소기업
(주)아이온브랜드,경기도 용인시 기흥구 동백5로 22 제가동 제2층 제236호(중동 쥬네브문월드),중소기업
오픈솔루션,충청남도 천안시 동남구 병천면 충절로 1600 301-8호(한국기술교육대학교 창업보육관),중소기업
주식회사 이오이스,서울특별시 구로구 디지털로34길 55 2층 201호 (구로동 코오롱싸이언스밸리2차),중소기업
케이티지엘에스(주),서울특별시 서초구 효령로21길 7 (방배동),중소기업
에피텍 (주),서울특별시 영등포구 양평로22길 21 (양평동5가선유도코오롱디지털타워에이1213호),중소기업
알지비커뮤니케이션(주),경기도 성남시 분당구 판교로255번길 9-22 702 (삼평동우림w-city),중소기업
주식회사아이디일일구닷컴,서울특별시 서초구 효령로21길 7 (방배동),중소기업
다이피아(DIYPIA),서울특별시 영등포구 신풍로12나길 16 102호 (신길동),중소기업
(주)프론텍시스템,서울특별시 금천구 가산디지털1로 30 1510호 (가산동 에이스하이엔드타워 10차),중소기업
주식회사 지나씨앤씨,서울특별시 영등포구 국회대로 780 엘지에클라트오피스텔 1209호 (여의도동),중소기업
(주)토모소프트,서울특별시 금천구 벚꽃로24길 26 13층 1301호(가산동 에이스 하이엔드타워 클래식 지식산업센터),중소기업
(주)아이컴플러스,서울특별시 마포구 독막로25길 16 334호 (신수동),중소기업
(주)제스트,서울특별시 구로구 디지털로31길 41 702호 (구로동 이앤씨벤처드림타워 6차),중소기업
주식회사 에너지1코리아,서울특별시 도봉구 도봉로125길 57 3층 (쌍문동),중소기업
제이에이치 기획,강원도 속초시 응골길 44-46(노학동),중소기업
유니프렌즈,경기도 의정부시 둔야로17번길 14 282호 (의정부동),중소기업
(주)태울코리아,서울특별시 서초구 강남대로 331 4층 (서초동 서초동 광일빌딩),중소기업
주식회사 서진디에스에이,서울특별시 강동구 천호옛8길 39-5 2층 (성내동),중소기업
(주)케이에이치솔루션,경기도 수원시 권선구 호매실로104번길 90 503호(호매실동 제이디타워1),중소기업
(주)한국종합환경연구소,경기도 안산시 단원구 다리간2길 70-19(고잔동 한국종합환경연구소),중소기업
티켓인,경기도 안양시 동안구 경수대로556번길 10 503호(호계동),중소기업
씨엔비소프트 주식회사,서울특별시 송파구 법원로11길 11 1층 119호(문정동 문정현대지식산업센터 1-1),중소기업
비즈아이앤씨솔루션,경기도 성남시 분당구 탄천로 215(야탑동 탄천종합운동장 상점4호),중소기업
(주)조인시스템,서울특별시 강남구 선릉로89길 13 닷컴빌딩 6층 (역삼동),중소기업
株式會社 大明電設,충청북도 청주시 청원구 향군로 104 (우암동),중소기업
주식회사 케이엔아이티,경상북도 구미시 임은5길 7(임은동),중소기업
주식회사 태산인,부산광역시 서구 망양로 50-1 3층 (서대신동3가),중소기업
(주) 비케이정보기술,부산광역시 해운대구 센텀동로 123 비동 3702호(재송동 더샵센텀스타아파트),중소기업
강한정보전산,경상남도 창원시 의창구 원이대로174번길 3 (명서동),중소기업
주식회사 한국카쉐어링,서울특별시 강남구 논현로79길 73(역삼동),중소기업
(주)큐브시스템,광주광역시 광산구 장신로 52 1303호(장덕동 BYC수완비스타오피스텔 (장덕동),중소기업
주식회사 쓰리디아이,대전광역시 유성구 테크노3로 65 B141호 (관평동 한신에스메카),중소기업
주식회사 엔베스트,강원도 원주시 소초면 섬배로 211,중소기업
주식회사 온유정보,전라남도 목포시 복산길 64-3 (옥암동),중소기업
(주)디씨앤미디어,경기도 안양시 동안구 벌말로 140 7606(관양동동일테크노타운7차),중소기업
스탠다드네트웍스 주식회사,서울특별시 강남구 봉은사로18길 84 2층(역삼동),중소기업
(주)지원정보통신,전라북도 전주시 완산구 유연로 345-9 3층(서신동),중소기업
주식회사 대덕지에스,광주광역시 북구 용주로 39 (용봉동),중소기업
(주)맵스토리,서울특별시 구로구 디지털로31길 53 606호(구로동이엔씨벤처드림타워5차),중소기업
(주)인비젼테크놀로지,서울특별시 영등포구 국회대로72길 4  5층(여의도동 아이비피아빌딩),중소기업
(주)미래로정보기술,경상북도 문경시 신기1길 62-2 (신기동),중소기업
다올산전 주식회사,울산광역시 남구 번영로 48-1 (야음동),중소기업
한양대학교 에리카산학협력단,경기도 안산시 상록구 한양대학로 55(사동 한양대학교내 학연산클러스터지원센터 212호),중소기업
(주)참솔정보통신,서울특별시 금천구 가산디지털1로 128 18층 1805호 -2(비)호 (가산동 에스티엑스브이타워),중소기업
(주)푸른아이티 코리아,서울특별시 양천구 은행정로 33-1 2층 (신정동),중소기업
사단법인 대한용사장애인협회 기전사업소,경기도 양주시 광적면 그루고개로188번길 7-37 사단법인 대한용사장애인협회 기전사업소,중소기업
주식회사 위드,대전광역시 서구 둔산대로117번길 66 1동 828호(만년동 골드벤처타워),중소기업
주식회사 합동전기,대전광역시 중구 선화서로130번길 40 (선화동),중소기업
(주) 원산,부산광역시 동구 조방로49번길 23 3층동 (범일동),중소기업
정원솔루션,인천광역시 남동구 논고개로 17 1108동 24층 4호 (논현동 한화꿈에그린 에코메트로11단지),중소기업
비바아이티에스 주식회사,경기도 군포시 공단로140번길 46 1019호 (당정동 군포엠테크노지식산업센터),중소기업
주식회사 에스씨지직무전문성연구소,서울특별시 마포구 성지길 25-11 지층 44호 (합정동 오구빌딩),중소기업
주식회사 아이젠,대전광역시 중구 유등천동로 428 307동 1501호 (태평동 파라곤아파트),중소기업
커널아이티씨(주),서울특별시 영등포구 국제금융로 10 45층 (여의도동 쓰리아이에프씨),중소기업
주식회사 올포넷,경상남도 진주시 호탄동 854번지,중소기업
오디하이텍(주),경기도 안양시 만안구 전파로24번길 57 2층 (안양동),중소기업
모바일어플라이언스 주식회사,경기도 안양시 동안구 시민대로 401 170117021703170417051706호 (관양동 대륭테크노타운15차),중소기업
(주)부성,충청남도 서산시 한마음13로 13(석림동),중소기업
(주)위더스데이타시스템,서울특별시 금천구 디지털로 173 1103-17호 (가산동 엘리시아),중소기업
런네트시스템,경상남도 김해시 칠산로179번길 240 (화목동 2층),중소기업
(주)바이널 익스피리언스,서울특별시 성동구 뚝섬로1길 31 1305호(성수동1가 서울숲M타워),중소기업
주식회사 바우루덴스,서울특별시 영등포구 경인로 775 1동 1403호(문래동3가 에이스하이테크시티),중소기업
한국정보시스템,서울특별시 용산구 한강대로43길 8 104동 2212호 (한강로2가 벽산메가트리움),중소기업
주식회사 아이엠투지,대구광역시 동구 이노밸리로 40 (율암동),중소기업
주식회사 더위즈,서울특별시 금천구 서부샛길 606 23층 7-5호 (가산동),중소기업
넥스트림(주),서울특별시 영등포구 당산로41길 11 W동 1705호 (당산SKV1 센타) (당산동4가),중소기업
(주)씨아이에이플랜,경기도 남양주시 오남읍 진건오남로 470 (금호어울림 403호),중소기업
세라건컨설팅(주),서울특별시 성동구 성수일로 77 (성수동1가 서울숲 IT밸리 1107~ 1109호),중소기업
주식회사 애니컨,서울특별시 서초구 서초대로25길 27 2층(방배동 배양빌딩),중소기업
주식회사 경북정보통신,경상북도 포항시 북구 용당로 24-6(용흥동),중소기업
주식회사 프라테르,서울특별시 강남구 테헤란로 406 에이동 1603호 (대치동 상제리제센터),중소기업
(주)대호이엔씨,경기도 화성시 팔탄면 터넉골로120번길 39-46,중소기업
주식회사 도원문화유산,경기도 구리시 안골로8번길 8-16 도원문화유산 (교문동),중소기업
주식회사 건파워,전라북도 전주시 완산구 아중로 33 201호 (중노송동 멀티미디어기술지원센터),중소기업
주식회사 봄바람,서울특별시 마포구 연남로 13길 1 5층(연남동 레이즈빌딩),중소기업
(주)케이블앤텔레콤,서울특별시 영등포구 선유로33길 15(양평동3가 에이스테크노타워빌딩 5층),중소기업
이앤씨텔레콤 주식회사,서울특별시 송파구 오금로 300  402 (가락동 김해빌딩),중소기업
(주)예인 유엑스,경상북도 포항시 남구 오천읍 장기로 1641,중소기업
(주)성창,강원도 춘천시 퇴계농공로 116 (퇴계동 퇴계농공단지(내)),중소기업
(주)오션네트웍스,경상북도 포항시 남구 대해로 140 (대도동),중소기업
주식회사 마인드링크소프트,경기도 의정부시 신흥로 234 10층 S12호 (의정부동 CRC빌딩),중소기업
마이솔루션,서울특별시 금천구 가산디지털1로 2 208호 (가산동 우림라이온스밸리2차),중소기업
주식회사 엣지랭크,서울특별시 중구 세종대로21길 39 4층 (정동 사람의열매회관),중소기업
휘안시스템 주식회사,경상북도 울진군 울진읍 강변로 67,중소기업
주식회사 가인에스아이,서울특별시 금천구 벚꽃로 254 1310 (가산동 월드메르디앙벤처센타),중소기업
(주)에스톡스,서울특별시 서초구 바우뫼로 130 202호 (양재동 한도빌딩),중소기업
주식회사 코어사이트,경기도 성남시 수정구 대왕판교로 815 P-802호 (시흥동),중소기업
(주)동명기술공단종합건축사사무소,경기도 화성시 노작로4길 8 (반송동4층),대기업
강원솔루션,강원도 원주시 판부면 매봉길 35 (1층),중소기업
주식회사 시큐원,경기도 고양시 덕양구 충장로 2 506-1호 (행신동 센트럴빌딩),중소기업
미디어엘티,서울특별시 광진구 아차산로 378 3층 345호 (자양동 한승빌딩),중소기업
주식회사 테제,서울특별시 서초구 강남대로 369 12층 12-1496 (서초동 에이플러스에셋타워),중소기업
(주)문화전설,경상북도 성주군 선남면 관화길 83,중소기업
주식회사 단비시스,경기도 용인시 수지구 신수로 767 분당수지 U-TOWER 비동 2732호(동천동),중소기업
(주)알티웍스,서울특별시 관악구 남부순환로266길 5 5층 502호 (남현동 성우쎄미텔),중소기업
(주)에이시에스,서울 금천구 가산디지털1로165 (가산동가산비즈니스센터 801802호),중소기업
(주)써브나라,서울특별시 구로구 디지털로 272 817호(구로동한신아이티타워) (구로동),중소기업
(주)엠투유테크널러지,서울특별시 동작구 남부순환로 2049 네오티스빌딩 4층 일부(사당동),중소기업
(주)워드파이플러스,서울특별시 구로구 디지털로26길 111 709호(구로동 제이앤케이디지털타워),중소기업
(주)비에스아이티,부산광역시 부산진구 동천로108번길 36 403호 (전포동 세화빌딩),중소기업
(주)재인엠엔씨,서울특별시 영등포구 선유로13길 25 1112호(문래동6가에이스하이테크시티2),중소기업
주식회사 솜미디어,서울특별시 구로구 디지털로26길 111 709호 (구로동 제이앤케이디지털타워),중소기업
주식회사 영남엔지니어링,경상북도 상주시 성동로 26 (성동동),중소기업
템푸스,경상남도 김해시 우암로 175 A동 308호 (내동),중소기업
광음통신공사,경상북도 청도군 이서면 가곡길 17,중소기업
(주)아이에스디앤피,서울특별시 중구 충무로 50-7 301호 (을지로3가),중소기업
이현아이티연구소(주),서울특별시 강남구 테헤란로98길 23 301호 (대치동 신아빌딩),중소기업
리컴시스템 주식회사,부산광역시 동구 자성로141번길 11 2층 202호(범일동 삼환오피스텔),중소기업
(주)가교,제주특별자치도 제주시 서광로 36-1 2층 201호(오라삼동 지산빌딩),중소기업
주식회사 도시건설,경상북도 상주시 상산로 215-20 2층 (남성동),중소기업
(주)엔엠플러스,서울특별시 구로구 디지털로33길 27 1306호 (구로동 삼성IT밸리 13층),중소기업
주식회사 브릭식스,서울특별시 금천구 가산디지털2로 70 1406호 (가산동 대륭테크노타운19차),중소기업
(주)이플랜,경기도 성남시 분당구 운중로267번길 14-6 비1호 (판교동),중소기업
주식회사 하이앤텍(HI&TECH Co.Ltd.),경기도 안산시 상록구 한양대학로 55 207호 208호 (사동 한양대학교 창업보육센터),중소기업
주식회사 이디아이코퍼레이션,서울특별시 강남구 논현로95길 12 3층 (역삼동),중소기업
(주)인트소프트,서울특별시 서초구 효령로33길 33 지층(방배동 강보빌딩),중소기업
(주)디시스엔텍,서울특별시 서초구 효령로55길 28 5층 508호(서초동 브이샤르망),중소기업
주식회사 아이디어하이,대구광역시 달서구 용산로 141 14층 1401호(용산동),중소기업
샘앤컴퍼니,대구광역시 달서구 와룡로51길 56-19 (용산동),중소기업
(주)현대정책연구원,서울 동작구 여의대방로24가길 22 제안회관4층,중소기업
(주)유니크미디어,서울특별시 영등포구 국회대로62길 14 907호 (여의도동),중소기업
피에이티씨주식회사,서울특별시 구로구 디지털로34길 43 602호 (구로동 코오롱싸이언스밸리1차),중소기업
주식회사 도너츠,서울특별시 강남구 언주로 603 5층 (논현동 서진빌딩),중소기업
주식회사 휴먼종합관리,서울특별시 용산구 청파로89길 4-12 2층 201호(서계동),중소기업
BY그린텍,전라남도 나주시 나주로 200 5층 501호 (중앙동),중소기업
서진텔레콤(주),충청북도 청주시 상당구 탑동로 79 3층 (탑동),중소기업
(주)에코메이텍(ECOMAYTEK CO.Ltd),서울특별시 금천구 디지털로 121 609호 (가산동 에이스가산타워),중소기업
(주)큐브인(Cube In Co. Ltd.),서울특별시 금천구 가마산로 96 1212호(가산동 대륭테크노타운8차),중소기업
유한회사 에이블에스티에이,전라북도 전주시 완산구 홍산로 269 3층 321호 (효자동2가),중소기업
기록문화보관소(주),서울특별시 마포구 방울내로7길 37 망원동 2층 (망원동),중소기업
주식회사 윈즈텔레콤,경기도 부천시 길주로 276 1204호(중동 무광오피스텔),중소기업
케이엠케이주식회사,서울특별시 강남구 학동로20길 28 4층 (논현동),중소기업
(주)테크앤,대전광역시 유성구 테크노1로 75 508호 (관평동 한밭대학교 대덕산학융합캠퍼스) (관평동),중소기업
(주)한컴인터프리,대전광역시 유성구 테크노9로 35 2층 207호(탑립동 고주파부품산업지원센터),중소기업
주식회사 가온아이티,광주광역시 북구 첨단과기로 333 생활지원로봇센터 405-1호 (대촌동 광주테크노파크),중소기업
리베로,서울특별시 강동구 고덕로 427 205동 12층 1201호 (강일동 고덕리엔파크2단지),중소기업
(주)윤디,서울특별시 용산구 청파로 77 2층 1호(한강로3가 원효전자상가),중소기업
(주)지네트웍스,경기도 성남시 수정구 대왕판교로 815 R-766호 (시흥동 창조경제밸리기업지원허브),중소기업
주식회사 크립토라인,부산광역시 중구 중앙대로 147 7층 (대창동2가 일신빌딩),중소기업
티비엠(TBM),서울특별시 마포구 월드컵북로12안길 43 지층 102호 (성산동),중소기업
주식회사 지앤아이솔루션,경기도 시흥시 은계남길 40 3층 전체(301호~303호)(은행동),중소기업
주식회사 시큐어루트,서울특별시 서초구 효령로 181 502호 (서초동 영일빌딩),중소기업
(주)에이치앤엘시스템,서울특별시 중구 새문안로 22 6층 (문화일보사) (충정로1가),중소기업
한국디지탈웍스,경기도 수원시 영통구 대학4로 17 714-3 (이의동 에이스광교타워1차),중소기업
주식회사 유에듀케이션,경기도 수원시 팔달구 권광로 122 4층 (인계동),중소기업
주식회사 태왕애드컴,경상남도 김해시 구지로 54 2층(내동 정훈퓨처타운),중소기업
예은아이엔시(주),전라남도 장성군 장성읍 보해길 46,중소기업
주식회사 에이블정보시스템,경기도 수원시 영통구 창룡대로256번길 77 1103호 (이의동 에이스 광교타워3),중소기업
주식회사 온브리드,서울특별시 구로구 디지털로32가길 18 811 (구로동HK타워),중소기업
스텔라,전라북도 전주시 완산구 효자천변2길 15(효자동1가),중소기업
(주)나이스컴컨설팅,서울특별시 금천구 가산디지털1로 24 7층 (가산동),중소기업
대경정보통신 주식회사,충청남도 보령시 옥마로 180 1층 (동대동),중소기업
(주)아이디원,경기도 성남시 분당구 황새울로200번길 28 707호 (수내동 오너스타워),중소기업
주식회사 타일런트시스템,경기도 화성시 향남읍 발안공단로 277,중소기업
주식회사 웨버,충청북도 청주시 서원구 사운로99번길 24(사직동),중소기업
(주)오엔,경상남도 창원시 성산구 완암로 50 넥스동동 1105호(성산동 SK테크노파크),중소기업
(주)제이비컴,부산광역시 부산진구 부전로 56-1 703호 (부전동 탑패밀리),중소기업
승아전기(주),경상북도 김천시 혁신1로 58 2018호(율곡동 김천 코아루 파크드림 시티),중소기업
주식회사 솔투온,경기도 안양시 동안구 시민대로327번길 11-41 7층 712호(관양동 안양창조경제융합센터),중소기업
주식회사 비앤알테크널러지,인천광역시 연수구 갯벌로 12 204B (송도동 시험생산동),중소기업
제이앤코어,서울특별시 송파구 충민로 66 8층 L8140(문정동 가든파이브라이프),중소기업
(주)비연테크,서울특별시 동작구 사당로13길 31 관리동 3층 (사당동 두산위브 트레지움),중소기업
(주)제네스씨앤씨,서울특별시 서초구 강남대로34길 53 2층(양재동 여림빌딩),중소기업
주식회사 한국환경생태기술연구소,부산광역시 중구 대청로 124 (대청동1가 창국빌딩 45층),중소기업
(주)심플북,서울특별시 영등포구 여의대방로65길 20 9층 911호 (여의도동 호성빌딩),중소기업
드림인텍(주),서울특별시 용산구 청파로 349 6층 (서계동 보은개발빌딩),중소기업
주식회사메리츠엔지니어링,경기도 화성시 비봉면 화성로 1620 2층,중소기업
(주)스트릭스,경기도 성남시 분당구 판교로289번길 20 3동 301호 (삼평동 판교테크노밸리 스타트업 캠퍼스),중소기업
주영정보통신 주식회사,경상북도 포항시 남구 상공로 34 2층 (상도동),중소기업
(주)스타릭스,서울특별시 송파구 법원로 128 B동 506호 (문정동 문정에스케이브이원지엘메트로시티),중소기업
(주) 세림하이텍,전라남도 강진군 강진읍 보은로 99,중소기업
오니아,서울특별시 강서구 마곡중앙6로 70 6층 610호 (마곡동 매그넘797),중소기업
주식회사 바로씨앤에스,제주특별자치도 제주시 도리로 86-11 (이호일동),중소기업
데이터마루(유),대전광역시 서구 배재로 155-40 5층 H505호 하워드관(도마동 배재대학교),중소기업
주식회사 한울소프트,경기도 성남시 중원구 사기막골로45번길 (상대원동 14 성남 우림 라이온스밸리 2차 에이동 1213호),중소기업
브릿지협동조합,서울특별시 성북구 길음로 119 209동 1층 103호 (길음동),중소기업
홈피넷,경상북도 영주시 대학로284번길 3-10(가흥동),중소기업
(주)비전에스엔씨,서울특별시 중구 청계천로 160 718호 (산림동청계상가),중소기업
(주)코리센,서울특별시 금천구 디지털로9길 68 501호 502호 503호 504호 505호(가산동 대륭포스트타워5차),중소기업
(주)휴인텍,전라남도 광양시 광양읍 대학로 85 2층 218호(창업보육센터 218호(광양보건대학)),중소기업
주식회사 비즈플러스글로벌,서울특별시 금천구 가산디지털1로 83 204-99호(가산동 파트너스타워1),중소기업
(주)굿소프트웨어랩,서울특별시 서초구 남부순환로347길 21-20 (서초동3층),중소기업
(주)이봇,서울특별시 구로구 경서로1길 14 에이동 501호(고척동 삼명아파트),중소기업
지앤에스,경상북도 상주시 함창읍 함령길 138 101동 1005호 (상주함창엘에이치천년나무1단지),중소기업
(주)세종네트웍스,경기도 김포시 양촌읍 양곡2로60번길 68-14 1층 102호,중소기업
주식회사 민소프트 (Min soft),서울 송파구 백제고분로 75 904(잠실동 올림피아빌딩),중소기업
보광전기 주식회사,울산광역시 울주군 삼남면 공암공단2길 38,중소기업
(주)솔보텍,대전광역시 유성구 가정로 218 7층701호(가정동 한국전자통신연구원 융합기술연구생산센터) (가정동),중소기업
주식회사 링크트리,대전광역시 유성구 엑스포로 479 3층 (전민동),중소기업
주식회사 코스엠,서울특별시 강서구 마곡중앙6로 45 612-13호 (마곡동),중소기업
주식회사 픽스게임즈,경기도 성남시 분당구 판교역로 230 811호 (삼평동 글로벌게임허브센터),중소기업
(주)동양이앤티,전라남도 화순군 화순읍 도서관길 21,중소기업
주식회사 아이지아이텍,서울특별시 서초구 서초중앙로2길 21 103동 1413호 (서초동 더샾서초),중소기업
주식회사 디지웍스,대구광역시 동구 화랑로 459 (용계동),중소기업
(주)샤코시스템,경상남도 창원시 성산구 완암로 50 909(성산동에스케이테크노파크테크동),중소기업
주식회사 뉴시스템스,서울특별시 영등포구 양평로 24 6층 619호 (당산동6가),중소기업
(주)나우리정보통신,전라남도 화순군 화순읍 동헌길 26,중소기업
주식회사 스마트오션,전라남도 여수시 봉계3길 51-19 2층 (봉계동),중소기업
(주)디자인프록스,서울특별시 강남구 선릉로 642 (삼성동 서경빌딩 5층),중소기업
(주)토너월드,인천광역시 미추홀구 미추홀대로669번길 81(도화동),중소기업
주식회사 이노비,경기도 의왕시 철도박물관로 18-18 (삼동),중소기업
주식회사 거진,인천광역시 동구 샛골로 143 3층 (송림동),중소기업
주식회사 씨앤비텍,경기도 성남시 분당구 정자일로 23 5층 (금곡동),중소기업
(주)어니솔루션,서울특별시 송파구 법원로6길 7 1004호 (문정동 유탑테크밸리),중소기업
(주)인텔리콘연구소,서울특별시 강남구 논현로 554 5층 (역삼동 삼성빌딩),중소기업
주식회사 에스앤텍알,경기도 광주시 회덕길28번길 26-16 (회덕동),중소기업
(주)서해건설전기,인천광역시 옹진군 영흥면 영흥남로 430,중소기업
